# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass],,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,
# COLUMN sy_dist:        Distance [pc],,,,,,,,
# COLUMN sy_gaiamag:     Gaia Magnitude,,,,,,,,
#,,,,,,,,
pl_name,pl_orbper,pl_bmasse,st_teff,st_rad,st_mass,st_logg,sy_dist,sy_gaiamag
Kepler-1642 c,6.6513802,,5355,0.84,0.88,4.54,413.873,14.1012
Kepler-1643 b,5.342657,,4916,0.85,0.84,4.5,341.774,13.8271
Kepler-1644 b,21.0907758,,5499,0.86,0.89,4.53,629.27,14.1827
Kepler-1645 b,16.1779561,,5812,1.02,1.02,4.43,1202.47,14.4405
Kepler-1646 b,4.48558383,,3299,0.26,0.24,5.01,127.591,15.6554
Kepler-1647 b,1107.5923,483,6210,1.79,1.22,4.02,1212.45,13.579
Kepler-1649 b,8.689099,,3240,0.23,0.2,5,92.1913,16.2682
Kepler-1649 c,19.53527,,3240,0.23,0.2,5,92.1913,16.2682
Kepler-165 b,8.180848,,5211,0.77,,4.54,560.885,14.7945
Kepler-165 c,15.31299,,5211,0.77,,4.54,560.885,14.7945
Kepler-1650 b,1.53818001,,3410,0.33,0.33,,134.397,15.7393
Kepler-1651 b,9.87863917,,3713,0.5,0.52,,66.4074,13.0716
Kepler-1652 b,38.09722,,3638,0.38,0.4,4.88,,16.0023
Kepler-1653 b,140.2524,,4807,0.69,0.72,4.62,,
Kepler-1654 b,1047.8356,158.915,5597,1.18,1.01,4.3,568.117,13.4057
Kepler-1655 b,11.8728787,5.4,6148,1.03,1.03,,213.26,11.0141
Kepler-1656 b,31.562,47.8,,1.1,1.03,,185.875,11.0622
Kepler-1656 c,1919,126.4,,1.1,1.03,,185.875,11.0622
Kepler-1658 b,3.84937278,1868.8404,6216,2.89,1.45,3.67,788.238,11.42
Kepler-166 b,7.650254,,5413,0.74,,4.62,603.53,14.6848
Kepler-166 c,34.260281,,5413,0.74,,4.62,603.53,14.6848
Kepler-166 d,1.55400393,,5350,0.83,0.88,4.55,603.53,14.6848
Kepler-1661 b,175.06,17,5100,0.76,0.84,4.66,410.607,14.1933
Kepler-1663 b,17.6046,,3844,0.63,0.61,4.63,337.926,15.6164
Kepler-1664 b,14.3868,,5735.81,,,,626.691,13.5307
Kepler-1665 b,11.9548,,5049.84,0.78,0.84,4.58,335.515,13.5913
Kepler-1666 b,25.8476,,6293,1.15,1.23,4.41,1379.37,15.0151
Kepler-1666 c,40.7157,,6293,1.15,1.23,4.41,1379.37,15.0151
Kepler-1667 b,83.5781,,5941.54,1.09,1.09,4.4,626.819,13.4461
Kepler-1668 b,15.434,,5542,1.02,0.98,4.41,1335.64,15.6767
Kepler-1669 b,9.51216,,4303,0.71,0.67,4.56,543.444,15.9088
Kepler-1669 c,1.60932005,,4224,0.6,0.61,4.66,543.444,15.9088
Kepler-1669 d,4.72941177,,4224,0.6,0.61,4.66,543.444,15.9088
Kepler-167 b,4.3931539,,4884,0.75,0.78,4.58,341.908,14.0004
Kepler-167 c,7.406106,,4884,0.75,0.78,4.58,341.908,14.0004
Kepler-167 d,21.80379,,4884,0.75,0.78,4.58,341.908,14.0004
Kepler-167 e,1071.23205,321.00669,4884,0.75,0.78,4.58,341.908,14.0004
Kepler-1670 b,20.4998,,5838,1.52,1.05,4.1,2065.98,15.42
Kepler-1671 b,4.16787,,5135.55,0.93,0.87,4.44,357.059,13.2783
Kepler-1672 b,150.878,,6131.95,1.09,1.16,4.43,391.181,12.3961
Kepler-1673 b,33.7888,,6014.95,1.13,1.11,4.38,727.187,13.5988
Kepler-1674 b,62.5611,,5473.91,0.88,0.96,4.53,1012.48,15.4779
Kepler-1675 b,63.0382,,5853.19,1.13,1.06,4.36,651.117,13.5535
Kepler-1676 b,29.9221,,5878.3,1.06,,,,
Kepler-1677 b,22.064,,6013.72,1.25,1.11,4.29,735.369,13.644
Kepler-1678 b,147.974,,5754,0.83,1.03,4.61,847.339,14.9068
Kepler-1679 b,9.75376,,5501,0.87,0.96,4.54,909.28,15.1144
Kepler-168 b,4.425391,,6282,1.11,,4.42,1343.6,14.6046
Kepler-168 c,13.193242,,6282,1.11,,4.42,1343.6,14.6046
Kepler-1680 b,8.77424,,5021,0.72,0.83,4.64,310.315,13.6931
Kepler-1681 b,69.8956,,5756.4,,,,758.3,14.5565
Kepler-1682 b,14.8334,,5619.12,0.84,0.99,4.58,1159.85,15.678
Kepler-1683 b,15.0337,,5429,0.9,0.95,4.51,733.143,14.8429
Kepler-1684 b,47.7055,,4706.54,0.67,0.75,4.67,621.996,15.765
Kepler-1685 b,20.4905,,5484,0.84,0.96,4.58,1141.89,15.906
Kepler-1686 b,9.30987,,5714.96,1.2,1.02,4.29,729.823,13.7519
Kepler-1687 b,5.77954,,4132,0.73,0.65,4.53,417.014,15.473
Kepler-1688 b,5.62012,,4632.11,,,,,13.9862
Kepler-1689 b,8.483,,5731.43,1,1.02,4.45,294.122,12.1077
Kepler-169 b,3.250619,,4997,0.76,,4.58,406.529,14.1617
Kepler-169 c,6.195469,,4997,0.76,,4.58,406.529,14.1617
Kepler-169 d,8.348125,,4997,0.76,,4.58,406.529,14.1617
Kepler-169 e,13.767102,,4997,0.76,,4.58,406.529,14.1617
Kepler-169 f,87.090195,,4997,0.76,,4.58,406.529,14.1617
Kepler-1690 b,234.636,,5404,0.86,0.94,4.54,703.789,14.6417
Kepler-1691 b,3.8482,,6000,1.13,1.11,4.38,1267.67,14.8807
Kepler-1692 b,5.95966,,5146,0.87,0.87,4.5,591.019,14.5049
Kepler-1693 b,12.0999,,5432.34,0.88,0.95,4.53,760.065,14.7438
Kepler-1693 c,5.36370993,,5553,1.1,0.94,4.33,760.065,14.7438
Kepler-1694 b,3.89526,,4954,0.76,0.82,4.59,513.329,14.7519
Kepler-1695 b,4.7329,,5473.19,0.99,0.96,4.43,791.175,14.6234
Kepler-1696 b,65.9409,,5712,1.2,1.02,4.29,1506.36,15.4879
Kepler-1697 b,33.4969,,4681.53,0.77,0.75,4.54,247.771,13.3622
Kepler-1698 b,1.2107,,4975.03,0.74,0.82,4.61,222.345,12.8761
Kepler-1699 b,3.49082,,5575.53,,,,818.759,14.6614
Kepler-17 b,1.4857108,778.65,5781,1.01,1.04,4.45,720.753,14.1311
Kepler-170 b,7.930592,,5679,1.03,,4.45,738.657,14.3469
Kepler-170 c,16.665863,,5679,1.03,,4.45,738.657,14.3469
Kepler-1700 b,234.239,,6031,1.09,1.12,4.41,717.597,13.6285
Kepler-1701 b,169.134,,5146,0.84,0.87,4.53,584.142,14.5504
Kepler-1702 b,18.5012,,5093,0.73,0.85,4.65,857.14,15.7743
Kepler-1704 b,988.88112,1322.16617,5746,1.7,1.13,4.03,835.455,13.2514
Kepler-1705 b,9.03502,4.47,6312,1.26,1.14,4.3,1633.49,15.4974
Kepler-1705 c,11.28,5.42,6312,1.26,1.14,4.3,1633.49,15.4974
Kepler-1708 b,737.1131,1462.01067,6157,1.12,1.09,4.37,1666.69,15.6837
Kepler-1709 b,65.70459747,,5918,1.04,1,4.4,273.946,11.6176
Kepler-171 b,4.166972,,5642,0.84,,4.57,863.855,14.9053
Kepler-171 c,11.463462,,5642,0.84,,4.57,863.855,14.9053
Kepler-171 d,39.595519,,5642,0.84,,4.57,863.855,14.9053
Kepler-1710 b,14.91110039,,5650,0.9,0.93,4.5,305.193,12.5606
Kepler-1711 b,21.06080055,,5706,1.03,0.94,4.38,590.268,13.1844
Kepler-1712 b,13.81499958,,3732,0.51,0.52,4.74,156.264,14.1997
Kepler-1713 b,18.01160049,,6477,1.46,1.3,4.22,295.293,10.8652
Kepler-1714 b,10.27530003,,6150,2.09,1.45,3.96,409.46,10.9663
Kepler-1715 b,35.59730148,,6212,1.21,1.08,4.31,522.605,12.3012
Kepler-1716 b,35.58100128,,4894,0.68,0.75,4.64,195.439,12.9403
Kepler-1717 b,30.65279961,,6200,1.64,1.16,4.07,1008.79,13.3
Kepler-1718 b,135.1880035,,5731,0.91,0.85,4.45,375.522,12.735
Kepler-1719 b,6.14955997,,5687,1.77,1.08,3.97,905.406,13.3258
Kepler-172 b,2.940309,,5526,1.08,,4.38,828.592,14.5369
Kepler-172 c,6.388996,,5526,1.08,,4.38,828.592,14.5369
Kepler-172 d,14.627119,,5526,1.08,,4.38,828.592,14.5369
Kepler-172 e,35.118736,,5526,1.08,,4.38,828.592,14.5369
Kepler-1720 b,12.70639992,,5573,0.84,0.94,4.56,629.445,14.6634
Kepler-1721 b,4.59238005,,5351,0.8,0.89,4.58,641.374,14.8762
Kepler-1722 b,9.17856979,,5506,0.79,0.88,4.58,772.283,14.8579
Kepler-1723 b,39.75289917,,6072,1.01,0.96,4.41,811.278,14.2875
Kepler-1724 b,6.45442009,,6092,0.94,1.02,4.5,1060.77,14.8169
Kepler-1725 b,16.71990013,,6020,1.08,1.05,4.39,558.652,13.0267
Kepler-1726 b,18.39629936,,5316,0.8,0.88,4.57,390.552,13.6766
Kepler-1727 b,9.02929974,,5349,0.82,0.82,4.53,894.187,15.3759
Kepler-1728 b,4.78299999,,5170,0.81,0.89,4.57,651.783,15.084
Kepler-1729 b,4.22097015,,3837,0.52,0.54,4.75,576.181,15.6458
Kepler-173 b,4.263742,,6031,0.95,,4.4,833.165,14.2578
Kepler-173 c,8.005777,,6031,0.95,,4.4,833.165,14.2578
Kepler-1730 b,13.81019974,,5942,1.14,1.01,4.33,1427.08,15.3758
Kepler-1731 b,21.76129913,,4859,0.72,0.78,4.61,169.948,12.4974
Kepler-1732 b,32.31240082,,5821,1.49,1.04,4.11,1289.41,14.7163
Kepler-1733 b,9.22957993,,6320,1.25,1.27,4.35,2080.51,15.357
Kepler-1734 b,6.7968502,,6061,0.97,1.05,4.49,1482.83,15.3171
Kepler-1735 b,7.71792984,,3975,0.51,0.54,4.75,245.303,15.2237
Kepler-1736 b,37.81029892,,6085,0.97,0.98,4.45,1430,14.6161
Kepler-1737 b,64.61750031,,5043,0.88,0.83,4.47,,15.3741
Kepler-1738 b,7.67463016,,6063,1,1.08,4.47,1302.87,15.4178
Kepler-1739 b,7.34370995,,5757,0.76,0.86,4.6,783.666,14.6422
Kepler-174 b,13.98179,,4880,0.62,,4.68,384.757,14.2858
Kepler-174 c,44.000529,,4880,0.62,,4.68,384.757,14.2858
Kepler-174 d,247.35373,,4880,0.62,,4.68,384.757,14.2858
Kepler-1740 b,8.17240047,,5705,0.91,0.94,4.5,1061.77,15.2863
Kepler-1741 b,2.75759006,,3683,0.42,0.45,4.84,270.739,15.6903
Kepler-1742 b,49.47819901,,5776,0.85,0.94,4.55,669.573,14.3735
Kepler-1743 b,7.64971018,,5855,1.61,1.27,4.12,538.807,11.9354
Kepler-1744 b,37.10110092,,5986,0.85,0.89,4.53,1091.63,15.2558
Kepler-1745 b,3.01619005,,5611,1.4,0.99,4.14,996.105,14.8649
Kepler-1746 b,321.2120056,,6018,1.29,1.09,4.26,979.541,13.4903
Kepler-1747 b,6.23031998,,5477,0.86,0.98,4.56,1321.38,15.9687
Kepler-1748 b,5.82352018,,5774,0.86,0.92,4.53,1083.28,15.8529
Kepler-1749 b,14.53409958,,3957,0.55,0.55,4.69,268.2,14.6958
Kepler-175 b,11.903515,,6064,1.01,,4.47,1312.34,14.9115
Kepler-175 c,34.035257,,6064,1.01,,4.47,1312.34,14.9115
Kepler-1750 b,205.9120026,,5644,0.97,0.98,4.46,1497.33,15.5339
Kepler-1751 b,7.01731014,,6052,0.97,0.97,4.46,1291.47,15.232
Kepler-1752 b,56.35850143,,5446,0.82,0.82,4.53,962.888,15.796
Kepler-1753 b,16.00460052,,5180,0.77,0.86,4.6,707.688,15.5134
Kepler-1754 b,8.19594955,,4723,0.75,0.73,4.56,718.945,15.8578
Kepler-1755 b,24.81209946,,6086,0.92,1,4.51,982.383,14.3856
Kepler-1756 b,2.35575008,,4915,0.81,0.78,4.51,,15.6634
Kepler-1757 b,19.65640068,,5288,0.74,0.83,4.61,807.308,15.3679
Kepler-1758 b,9.97721004,,5557,1.62,1.03,4.04,1588.41,14.9449
Kepler-1759 b,3.7202301,,5017,0.8,0.76,4.52,385.348,14.2601
Kepler-176 b,5.433074,,5232,0.89,,4.47,527.321,14.5446
Kepler-176 c,12.759712,,5232,0.89,,4.47,527.321,14.5446
Kepler-176 d,25.751974,,5232,0.89,,4.47,527.321,14.5446
Kepler-176 e,51.16579,,5295,0.83,0.87,4.55,527.321,14.5446
Kepler-1760 b,38.3260994,,5229,0.9,0.82,4.44,,14.3017
Kepler-1761 b,4.04354,,3871,0.53,0.57,4.74,221.186,14.898
Kepler-1762 b,29.53910065,,6572,1.24,1.3,4.37,1663.74,15.083
Kepler-1763 b,1.48028004,,5897,1.26,1.03,4.25,756.486,13.5105
Kepler-1764 b,70.46829987,,6461,1.13,1.16,4.4,1542.48,14.7454
Kepler-1765 b,10.41889954,,5692,1.06,0.95,4.36,764.456,14.8213
Kepler-1766 b,105.0149994,,5868,1.04,0.92,4.36,501.229,12.8705
Kepler-1767 b,59.65829849,,5243,0.83,0.89,4.55,820.506,15.7151
Kepler-1768 b,15.13589954,,6050,1.57,1.24,4.14,632.766,13.4376
Kepler-1769 b,89.1934967,,6071,1.29,1.06,4.24,438.412,12.445
Kepler-177 b,36.8601,5.84,5732,1.32,0.92,4.1,1435.44,14.9414
Kepler-177 c,49.40926,14.7,5732,1.32,0.92,4.1,1435.44,14.9414
Kepler-1770 b,16.84189987,,5602,1.01,0.94,4.4,582.942,14.2972
Kepler-1771 b,88.64399719,,5661,0.93,0.94,4.47,565.752,13.7005
Kepler-1772 b,3.21509004,,5541,0.93,0.94,4.47,871.564,13.3948
Kepler-1773 b,40.80970001,,6183,1.3,1.24,4.3,681.255,12.9455
Kepler-1774 b,59.77080154,,6214,1.12,1.1,4.38,816.592,13.8899
Kepler-1775 b,85.65399933,,5818,1.65,1.15,4.07,657.023,13.2765
Kepler-1776 b,35.01190186,,5872,1.15,1.04,4.33,690.336,13.5571
Kepler-1777 b,12.18420029,,5771,1.07,0.98,4.37,619.146,13.9541
Kepler-1778 b,10.08740044,,6310,1.09,1.14,4.42,1276.29,15.0421
Kepler-1779 b,16.34359932,,5730,1.06,1.01,4.39,908.501,14.9927
Kepler-178 b,9.576694,,5676,1.07,,4.33,716.025,14.5782
Kepler-178 c,20.552802,,5676,1.07,,4.33,716.025,14.5782
Kepler-178 d,96.678988,,5676,1.07,,4.33,716.025,14.5782
Kepler-1780 b,109.4449997,,5403,0.87,0.87,4.5,790.516,14.9304
Kepler-1781 b,4.88752985,,5568,0.96,1.05,4.5,962.63,15.7348
Kepler-1782 b,5.75622988,,4931,0.73,0.79,4.61,305.792,13.7041
Kepler-1783 b,8.27744007,,5129,1.78,0.89,3.88,264.078,13.0982
Kepler-1784 b,13.59049988,,5442,0.97,0.89,4.41,883.045,15.1562
Kepler-1785 b,19.58550072,,5618,1,0.91,4.4,745.74,14.1632
Kepler-1786 b,78.5460968,,5808,1.4,1.06,4.17,863.909,14.0789
Kepler-1787 b,39.31370163,,6060,0.93,1.01,4.51,778.602,14.4604
Kepler-1788 b,2.80012011,,4786,0.7,0.69,4.58,560.445,15.254
Kepler-1789 b,80.23190308,,5436,0.89,0.92,4.5,611.461,14.3155
Kepler-179 b,2.735926,,5302,0.76,,4.61,605.68,14.6031
Kepler-179 c,6.40013,,5302,0.76,,4.61,605.68,14.6031
Kepler-1790 b,31.58889961,,5866,1.37,1.02,4.17,1070.17,14.0943
Kepler-1791 b,7.72086,,5887,1.18,0.98,4.29,602.218,13.4138
Kepler-1792 b,4.1957798,,5229,1,0.88,4.38,601.029,15.1726
Kepler-1793 b,8.77999973,,5191,0.76,0.85,4.6,1189.88,15.9003
Kepler-1794 b,9.76298046,,5052,0.82,0.77,4.5,561.229,15.2846
Kepler-1795 b,13.36019993,,4500,0.69,0.77,4.64,,15.7903
Kepler-1796 b,29.4557991,,6036,0.95,1.02,4.49,825.883,14.354
Kepler-1797 b,23.3593998,,6244,1.01,1.07,4.46,1338.49,15.293
Kepler-1798 b,16.85589981,,3967,0.59,0.59,4.67,395.196,15.6827
Kepler-1799 b,11.9296999,,5831,0.92,1.02,4.52,2254.69,15.826
Kepler-18 b,3.504725,6.9,5345,1.11,0.97,4.31,433.047,13.5393
Kepler-18 c,7.64159,17.3,5345,1.11,0.97,4.31,433.047,13.5393
Kepler-18 d,14.85888,16.4,5345,1.11,0.97,4.31,433.047,13.5393
Kepler-180 b,13.817124,,5731,1.06,,4.34,695.65,14.325
Kepler-180 c,41.885775,,5731,1.06,,4.34,695.65,14.325
Kepler-1800 b,4.56202984,,5343,2.51,1.33,3.76,350.455,13.0751
Kepler-1801 b,10.44089985,,5738,0.98,0.94,4.43,839.332,15.0715
Kepler-1801 c,116.583183,,5738,0.98,0.94,4.43,839.332,15.0715
Kepler-1802 b,15.45020008,,4245,0.64,0.65,4.64,636.694,16.5052
Kepler-1802 c,33.13610077,,4245,0.64,0.65,4.64,636.694,16.5052
Kepler-1804 b,12.28849983,,5109,1.67,0.93,3.96,434.456,14.4269
Kepler-1805 b,8.84794045,,3867,0.55,0.58,4.72,221.639,14.8955
Kepler-1806 b,9.03332043,,5311,0.79,0.88,4.59,978.066,15.9071
Kepler-1807 b,10.86060047,,6455,1.5,1.09,4.12,1299.32,13.9341
Kepler-1808 b,23.3404007,,5530,0.89,0.77,4.42,1022.01,15.2356
Kepler-1809 b,3.7572999,,4901,0.72,0.81,4.62,409.602,14.1375
Kepler-181 b,3.137873,,5333,0.75,,4.62,609.283,14.7137
Kepler-181 c,4.302149,,5333,0.75,,4.62,609.283,14.7137
Kepler-1810 b,101.1330032,,5492,1.02,0.92,4.39,1009.87,15.2968
Kepler-1811 b,76.42230225,,5561,1.19,0.95,4.26,1390.56,15.1431
Kepler-1812 b,7.16521978,,6174,1.1,1.16,4.42,1409.19,15.303
Kepler-1813 b,2.81816006,,5167,0.79,0.81,4.55,,15.5361
Kepler-1814 b,2.93535996,,4922,0.82,0.79,4.5,726.346,15.607
Kepler-1814 c,0.62628177,,4922,0.82,0.79,4.5,726.346,15.607
Kepler-1815 b,12.19139957,,5516,0.97,0.86,4.4,1006.63,15.3701
Kepler-1816 b,91.50099945,,5051,0.71,0.79,4.63,437.823,14.4553
Kepler-1817 b,44.29919815,,5316,0.92,0.88,4.46,748.569,15.1345
Kepler-1818 b,4.64490986,,6047,1.13,1.02,4.34,1034.59,14.3071
Kepler-1819 b,16.48690033,,6090,1.07,1.17,4.45,1363.19,15.3187
Kepler-182 b,9.825792,,6250,1.15,,4.4,1549.09,14.8737
Kepler-182 c,20.684342,,6250,1.15,,4.4,1549.09,14.8737
Kepler-1820 b,31.03249931,,5841,0.93,1.05,4.52,1425.39,15.6919
Kepler-1821 b,16.45809937,,5475,0.88,0.95,4.52,799.699,14.6369
Kepler-1822 b,22.13339996,,5165,0.7,0.78,4.63,897.597,15.5694
Kepler-1823 b,21.10339928,,6000,1.13,1.07,4.36,724.971,13.3209
Kepler-1824 b,95.61100006,,6002,1.08,1.14,4.42,1040.1,14.6752
Kepler-1825 b,1.02586997,,5123,0.85,0.83,4.5,430.254,14.3827
Kepler-1826 b,1.61536002,,3821,0.49,0.49,4.75,336.952,15.6654
Kepler-1827 b,3.70061994,,5423,1.4,0.92,4.11,686.461,13.0059
Kepler-1828 b,10.2737999,,5806,0.9,1,4.53,871.81,14.8984
Kepler-1829 b,5.18671989,,5230,0.78,0.87,4.59,679.921,15.0088
Kepler-183 b,5.687945,,5888,0.96,,4.5,1050.64,14.8934
Kepler-183 c,11.637071,,5888,0.96,,4.5,1050.64,14.8934
Kepler-1830 b,56.49330139,,6160,2.05,1.44,3.98,1056.88,13.4841
Kepler-1831 b,5.78387022,,6063,1.01,1.12,4.48,1053.49,15.0112
Kepler-1832 b,3.13878989,,5242,0.72,0.68,4.56,486.174,14.3752
Kepler-1833 b,6.8921299,,6164,1.45,1.29,4.23,591.602,12.5657
Kepler-1834 b,4.60301018,,4821,0.79,0.77,4.53,500.395,14.9047
Kepler-1834 c,0.76669152,,4821,0.79,0.77,4.53,500.395,14.9047
Kepler-1835 b,11.96409988,,5903,0.96,0.92,4.44,1404.38,15.3562
Kepler-1836 b,5.25416994,,6123,0.99,1.05,4.47,1472.62,15.623
Kepler-1837 b,5.90608978,,5966,0.96,1.05,4.49,1229.18,15.4172
Kepler-1838 b,12.14680004,,5877,1.96,1.19,3.93,451.242,11.803
Kepler-1839 b,5.05675983,,5926,0.94,1.03,4.51,1136.6,14.6231
Kepler-184 b,10.687576,,5788,0.87,,4.51,610.326,14.3115
Kepler-184 c,20.303005,,5788,0.87,,4.51,610.326,14.3115
Kepler-184 d,29.022358,,5788,0.87,,4.51,610.326,14.3115
Kepler-1840 b,131.1900024,,4898,0.8,0.77,4.52,513.107,15.0578
Kepler-1841 b,25.88599968,,5190,0.9,0.82,4.45,631.7,14.5268
Kepler-1842 b,14.02639961,,5970,1.13,1.06,4.36,923.551,14.6804
Kepler-1843 b,25.54339981,,5422,1.78,1.02,3.94,784.625,12.9086
Kepler-1844 b,3.92451,,5776,0.85,0.94,4.55,1804.36,15.6915
Kepler-1845 b,11.60649967,,4703,0.7,0.69,4.58,710.724,15.7496
Kepler-1846 b,14.82009983,,4825,0.73,0.79,4.6,374.615,14.1277
Kepler-1847 b,11.12969971,,6122,0.96,1.04,4.49,1693.86,15.8633
Kepler-1848 b,5.60402012,,4847,0.74,0.76,4.58,309.696,13.679
Kepler-1849 b,57.29290009,,4806,0.73,0.71,4.56,631.884,15.7002
Kepler-185 b,1.6329,,5208,0.81,,4.54,466.735,14.4426
Kepler-185 c,20.729042,,5208,0.81,,4.54,466.735,14.4426
Kepler-1850 b,1.3858,,4239,0.6,0.61,4.67,250.199,14.0882
Kepler-1851 b,12.02289963,,5982,0.88,0.97,4.54,1589.81,15.6445
Kepler-1852 b,7.97094011,,5237,0.83,0.93,4.57,772.481,15.4354
Kepler-1853 b,48.88819885,,4821,0.79,0.77,4.53,562.348,15.0482
Kepler-1854 b,39.83110046,,5026,0.76,0.8,4.58,423.348,14.1068
Kepler-1855 b,0.72733098,,3460,0.36,0.39,4.92,,15.7514
Kepler-1856 b,1.30200005,,4948,0.82,0.78,4.51,848.76,15.3875
Kepler-1857 b,8.94340992,,6074,1,0.87,4.38,853.275,14.1486
Kepler-1858 b,88.07160187,,4939,0.82,0.79,4.51,833.055,15.6406
Kepler-1859 b,2.72959995,,5887,1.24,1.09,4.29,1331.25,15.1088
Kepler-1859 c,3.59645081,,5887,1.24,1.09,4.29,1331.25,15.1088
Kepler-186 b,3.8867907,,3788,0.47,0.48,4.77,177.594,14.5994
Kepler-186 c,7.267302,,3788,0.47,0.48,4.77,177.594,14.5994
Kepler-186 d,13.342996,,3788,0.47,0.48,4.77,177.594,14.5994
Kepler-186 e,22.407704,,3788,0.47,0.48,4.77,177.594,14.5994
Kepler-186 f,129.9441,,3755,0.52,0.54,4.74,177.594,14.5994
Kepler-1860 b,12.73719978,,5420,0.87,0.87,4.5,438.703,13.4381
Kepler-1861 b,40.0306015,,5855,1.37,1.16,4.23,829.985,13.6519
Kepler-1862 b,16.05730057,,5644,0.81,0.9,4.58,1232.19,15.8381
Kepler-1863 b,44.99760056,,5871,0.98,1.1,4.49,865.546,13.4479
Kepler-1864 b,3.88151002,,5854,0.98,1.03,4.47,298.894,12.0365
Kepler-1865 b,2.52400994,,5420,0.87,0.85,4.49,922.255,15.5426
Kepler-1866 b,11.66009998,,5791,1.08,1.03,4.38,976.737,14.366
Kepler-1867 b,9.88735962,,5693,0.82,0.91,4.57,680.583,13.4367
Kepler-1868 b,211.0339966,,4658,0.69,0.74,4.63,274.18,13.8592
Kepler-1869 b,8.16736031,,5808,0.9,0.99,4.52,113.025,10.0911
Kepler-1869 c,1.7168283,,5808,0.9,0.99,4.52,113.025,10.0911
Kepler-187 b,4.938864,,6105,1.29,,4.27,1143,14.1753
Kepler-187 c,10.640263,,6105,1.29,,4.27,1143,14.1753
Kepler-1870 b,3.60694003,,5508,0.84,0.95,4.57,407.216,13.4199
Kepler-1871 b,1.95270002,,5741,0.95,1.02,4.5,854.623,14.544
Kepler-1872 b,3.82591009,,5223,0.89,0.91,4.5,840.182,15.7802
Kepler-1873 b,0.558842,,5151,0.79,0.9,4.59,820.957,15.6097
Kepler-1874 b,56.57320023,,4701,0.78,0.76,4.54,408.007,14.9565
Kepler-1875 b,34.45859909,,6161,0.86,0.95,4.54,1660.45,15.0014
Kepler-1876 b,6.99205,2.4,6104,1.48,1.19,,259.935,10.7582
Kepler-1877 b,2.37756991,,5615,0.94,1.02,4.5,285.312,12.2289
Kepler-1878 b,4.44587994,,5918,0.86,0.96,4.54,1494.3,15.403
Kepler-1879 b,10.61340046,,5865,1.39,1.02,4.16,627.171,12.7877
Kepler-188 b,2.061897,,6021,1.14,,4.35,968.544,14.6336
Kepler-188 c,5.996553,,6021,1.14,,4.35,968.544,14.6336
Kepler-1880 b,6.30921984,,4380,0.53,0.52,4.71,611.041,15.8887
Kepler-1881 b,159.3939972,,5135,0.87,0.81,4.46,1057.21,15.8603
Kepler-1882 b,13.78730011,,5691,1.46,1.07,4.14,443.371,12.4303
Kepler-1883 b,103.427002,,6208,1.02,1.09,4.45,1377.61,15.5406
Kepler-1884 b,8.98832035,,5984,0.91,0.99,4.52,1443.09,15.2294
Kepler-1885 b,2.52255988,,5591,0.86,0.98,4.56,818.482,14.7999
Kepler-1886 b,24.2758007,,5745,0.84,0.93,4.56,1059.51,15.4559
Kepler-1887 b,19.94750023,,5749,0.86,0.96,4.55,1366.18,15.9544
Kepler-1888 b,11.39169979,,5557,1.25,0.9,4.2,402.947,11.8773
Kepler-1889 b,37.30369949,,5646,0.82,0.86,4.55,1395.13,15.5173
Kepler-189 b,10.399931,,5235,0.75,,4.62,591.534,14.8213
Kepler-189 c,20.134866,,5235,0.75,,4.62,591.534,14.8213
Kepler-1890 b,4.82059002,,6046,1.4,1.02,4.16,529.596,12.779
Kepler-1891 b,4.02229023,,5516,0.83,0.87,4.54,596.24,14.2754
Kepler-1892 b,6.33123016,,5383,0.76,0.85,4.6,851.595,15.4008
Kepler-1893 b,4.17936993,,5633,1.16,0.97,4.3,1050.72,14.8964
Kepler-1894 b,2.76266003,,5772,0.9,1,4.53,935.191,15.3627
Kepler-1894 c,5.05368985,,5772,0.9,1,4.53,935.191,15.3627
Kepler-1895 b,6.07029009,,5076,0.76,0.86,4.6,984.187,15.4813
Kepler-1896 b,44.87020111,,6122,1,1.07,4.47,1732.91,15.7001
Kepler-1897 b,24.22030067,,5165,0.76,0.86,4.6,983.174,16.0047
Kepler-1898 b,4.76562023,,5702,1.12,0.84,4.26,360.921,13.1697
Kepler-1899 b,4.0957799,,4791,0.74,0.76,4.58,711.509,15.9493
Kepler-19 b,9.28699,6.1,5541,0.86,0.94,,218.562,11.8763
Kepler-19 c,28.731,13.1,5544,0.86,0.94,4.51,218.562,11.8763
Kepler-19 d,62.95,22.5,5544,0.86,0.94,4.51,218.562,11.8763
Kepler-190 b,2.019999,,5106,0.8,,4.56,433.387,14.1175
Kepler-190 c,3.763024,,5106,0.8,,4.56,433.387,14.1175
